,Team Code,Game Code,Rush Att,Rush Yard,Rush TD,Pass Att,Pass Comp,Pass Yard,Pass TD,Pass Int,Pass Conv,Kickoff Ret,Kickoff Ret Yard,Kickoff Ret TD,Punt Ret,Punt Ret Yard,Punt Ret TD,Fum Ret,Fum Ret Yard,Fum Ret TD,Int Ret,Int Ret Yard,Int Ret TD,Misc Ret,Misc Ret Yard,Misc Ret TD,Field Goal Att,Field Goal Made,Off XP Kick Att,Off XP Kick Made,Off 2XP Att,Off 2XP Made,Def 2XP Att,Def 2XP Made,Safety,Points,Punt,Punt Yard,Kickoff,Kickoff Yard,Kickoff Touchback,Kickoff Out-Of-Bounds,Kickoff Onside,Fumble,Fumble Lost,Tackle Solo,Tackle Assist,Tackle For Loss,Tackle For Loss Yard,Sack,Sack Yard,QB Hurry,Fumble Forced,Pass Broken Up,Kick/Punt Blocked,1st Down Rush,1st Down Pass,1st Down Penalty,Time Of Possession,Penalty,Penalty Yard,Third Down Att,Third Down Conv,Fourth Down Att,Fourth Down Conv,Red Zone Att,Red Zone TD,Red Zone Field Goal,Name,Conference Code,Date,Visit Team Code,Home Team Code,Stadium Code,Site,Conference Name,Subdivision,bye,New Date,Wk_x,Wk_y,outcome,points_for,points_against
502,509,5.09004E+14,37,93,1,78,47,532,4,5,1,5,116,0,1,1,0,0,0,0,2,0,0,0,0,0,2,0,4,3,1,1,0,0,0,35,5,158,5,305,0,0,1,1,1,46,14,7,28,3,19,0,3,2,0,8,21,4,2051,3,25,23,6,5,4,6,2,0,Northwestern,827,1/1/2010,509,37,35,NEUTRAL,Big Ten Conference,FBS,,1/1/2010,,,Loss,35,38
503,513,4.66051E+14,41,178,1,20,17,332,4,0,0,1,23,0,2,22,0,0,0,0,2,23,0,0,0,0,0,0,5,5,0,0,0,0,0,35,3,122,6,351,0,0,0,0,0,34,18,4,29,2,21,0,0,2,0,8,11,1,2020,3,35,12,6,2,1,2,2,0,Notre Dame,99001,9/5/2009,466,513,49,TEAM,Independent,FBS,,9/5/2009,,,Win,35,0
504,513,5.13042E+14,30,154,1,42,25,336,3,0,0,3,100,0,1,5,0,0,0,0,1,20,0,0,0,0,3,2,2,2,2,1,0,0,0,34,4,160,7,435,0,0,0,1,1,47,24,10,22,2,9,0,1,1,0,12,13,2,1885,9,75,14,6,1,1,5,3,1,Notre Dame,99001,9/12/2009,513,418,66,TEAM,Independent,FBS,,9/12/2009,,,Loss,34,38
505,513,4.16051E+14,37,133,1,34,24,304,3,1,0,5,125,0,2,23,0,1,5,0,1,20,0,0,0,0,2,2,4,3,0,0,0,0,0,33,3,124,7,444,0,0,0,1,0,36,24,4,4,0,0,3,1,3,1,13,11,1,2070,11,99,11,5,1,1,3,2,1,Notre Dame,99001,9/19/2009,416,513,49,TEAM,Independent,FBS,,9/19/2009,,,Win,33,30
506,513,5.13056E+14,43,167,2,36,20,216,1,1,0,4,96,0,1,16,0,0,0,0,1,2,0,0,0,0,1,1,3,3,0,0,0,0,0,24,4,151,5,337,0,0,0,0,0,42,14,8,29,2,18,0,0,0,0,10,11,2,2065,6,41,15,6,3,1,5,3,1,Notre Dame,99001,9/26/2009,513,559,50,TEAM,Independent,FBS,,9/26/2009,,,Win,24,21
507,513,7.56051E+14,29,108,1,31,23,422,2,1,0,6,129,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2,2,1,1,0,0,0,37,2,79,8,491,0,0,0,1,1,44,42,6,29,3,22,2,1,1,0,6,16,1,1651,6,43,10,2,0,0,6,2,4,Notre Dame,99001,10/3/2009,756,513,49,TEAM,Independent,FBS,,10/3/2009,,,Win,37,30
508,513,6.57051E+14,31,82,2,44,25,285,2,0,0,6,124,0,1,2,0,0,0,0,1,30,0,0,0,0,0,0,4,3,0,0,0,0,0,27,5,189,5,293,0,0,0,4,0,32,30,8,26,3,18,6,0,5,0,10,12,5,1871,4,38,14,5,3,2,4,3,0,Notre Dame,99001,10/17/2009,657,513,49,TEAM,Independent,FBS,x,10/17/2009,,,Loss,27,34
509,513,6.70513E+13,37,106,0,39,26,246,2,0,0,3,51,0,1,8,0,0,0,0,3,37,0,0,0,0,2,2,2,2,0,0,0,0,0,20,6,196,6,350,0,0,0,0,0,21,44,5,14,0,0,10,2,2,0,8,12,2,1968,8,82,15,5,1,0,4,1,2,Notre Dame,99001,10/24/2009,67,513,49,TEAM,Independent,FBS,,10/24/2009,,,Win,20,16
510,513,7.54051E+14,48,255,2,33,24,337,3,0,0,3,52,0,2,10,0,0,0,0,2,0,0,0,0,0,2,2,5,4,0,0,0,0,0,40,5,166,7,446,0,1,0,4,1,31,18,10,49,5,40,2,1,3,0,14,15,2,2454,8,74,14,6,0,0,5,3,2,Notre Dame,99001,10/31/2009,754,513,130,NEUTRAL,Independent,FBS,,10/31/2009,,,Win,40,14
511,513,7.26051E+14,20,60,1,51,37,452,2,1,0,4,101,0,1,13,0,0,0,0,0,0,0,0,0,0,2,0,3,3,0,0,0,0,0,21,0,0,3,200,1,0,2,2,2,40,34,4,12,1,3,1,0,0,0,6,24,2,1661,6,53,9,5,2,0,6,2,0,Notre Dame,99001,11/7/2009,726,513,49,TEAM,Independent,FBS,,11/7/2009,,,Loss,21,23
512,513,5.13055E+14,25,66,1,42,27,283,1,1,0,4,85,0,3,100,1,0,0,0,0,0,0,0,0,0,1,1,2,1,1,0,0,0,0,22,5,124,5,326,1,0,0,1,1,31,22,2,3,0,0,4,0,4,0,6,14,0,1852,5,53,14,6,1,1,2,2,0,Notre Dame,99001,11/14/2009,513,545,110,TEAM,Independent,FBS,,11/14/2009,,,Loss,22,27
513,513,1.64051E+14,35,123,1,45,30,329,2,0,0,4,75,0,3,30,0,0,0,0,1,0,0,0,0,0,3,3,3,3,0,0,0,0,0,30,5,235,5,331,0,1,0,2,2,43,32,8,22,1,10,6,0,2,0,7,15,0,1988,6,60,18,8,1,1,6,3,3,Notre Dame,99001,11/21/2009,164,513,49,TEAM,Independent,FBS,,11/21/2009,,,Loss,30,33
514,513,5.13067E+14,25,107,0,30,23,340,5,0,0,7,124,0,1,3,0,0,0,0,0,0,0,0,0,0,1,1,5,5,0,0,0,0,0,38,3,129,7,373,0,1,0,3,1,48,26,4,14,1,6,0,1,3,0,6,12,3,1484,3,13,10,4,1,1,2,2,0,Notre Dame,99001,11/28/2009,513,674,19,TEAM,Independent,FBS,,11/28/2009,,,Loss,38,45
515,518,7.26052E+14,38,153,2,26,17,210,1,1,0,4,112,0,2,17,0,0,0,0,1,0,0,0,0,0,3,3,3,2,0,0,1,1,0,31,2,89,7,474,1,0,0,1,0,38,32,6,20,2,8,0,2,1,0,10,9,0,1837,6,49,12,3,2,1,6,2,2,Ohio State,827,9/5/2009,726,518,99,TEAM,Big Ten Conference,FBS,,9/5/2009,,,Win,31,27
516,518,6.57052E+14,30,88,1,25,11,177,0,1,0,4,100,0,3,14,0,0,0,0,1,3,0,0,0,0,2,2,1,1,0,0,0,0,1,15,6,232,4,278,1,0,0,1,0,30,46,4,17,2,10,0,0,3,0,5,5,0,1653,5,37,13,4,1,0,3,1,2,Ohio State,827,9/12/2009,657,518,99,TEAM,Big Ten Conference,FBS,,9/12/2009,,,Loss,15,18
517,518,5.18071E+14,46,247,2,32,18,275,3,2,0,1,32,0,4,5,0,0,0,0,1,0,0,0,0,0,2,1,5,5,0,0,0,0,0,38,4,171,6,394,0,0,0,0,0,26,35,3,19,2,18,10,1,4,0,12,11,0,2220,6,35,17,11,0,0,5,4,0,Ohio State,827,9/19/2009,518,709,98,NEUTRAL,Big Ten Conference,FBS,,9/19/2009,,,Win,38,0
518,518,3.01052E+14,46,236,2,13,8,82,1,0,0,1,20,0,3,14,0,0,0,0,3,59,0,0,0,0,3,3,3,3,0,0,0,0,0,30,3,115,7,459,0,0,0,3,2,31,46,8,41,5,33,0,3,4,0,14,3,2,1860,4,40,12,5,1,1,4,3,1,Ohio State,827,9/26/2009,301,518,99,TEAM,Big Ten Conference,FBS,,9/26/2009,,,Win,30,0
519,518,5.18031E+14,47,219,1,27,16,159,3,1,0,3,76,0,2,15,0,0,0,0,2,30,0,0,0,0,3,1,4,4,0,0,0,0,1,33,3,105,6,361,0,0,0,2,1,43,10,7,43,3,25,0,2,1,0,15,8,6,2057,2,15,12,4,0,0,6,3,0,Ohio State,827,10/3/2009,518,306,47,TEAM,Big Ten Conference,FBS,,10/3/2009,,,Win,33,14
520,518,7.96052E+14,27,97,0,13,5,87,1,1,0,4,139,1,3,13,0,0,0,0,2,121,2,0,0,0,1,1,4,4,0,0,0,0,0,31,6,237,6,390,0,0,0,0,0,46,60,10,51,6,39,0,1,6,0,4,4,0,1033,5,35,11,3,0,0,1,0,1,Ohio State,827,10/10/2009,796,518,99,TEAM,Big Ten Conference,FBS,,10/10/2009,,,Win,31,13
521,518,5.18056E+14,28,66,1,31,17,221,1,2,0,6,118,0,2,0,0,0,0,0,2,19,0,0,0,0,1,1,1,1,1,1,0,0,0,18,6,238,4,245,0,0,0,5,3,47,16,6,12,1,4,0,0,5,0,5,7,0,1432,9,65,14,5,1,0,3,1,1,Ohio State,827,10/17/2009,518,559,50,TEAM,Big Ten Conference,FBS,,10/17/2009,,,Loss,18,26
522,518,4.28052E+14,49,270,3,26,13,239,2,1,0,2,28,0,3,26,0,0,0,0,2,40,0,0,0,0,2,1,5,5,0,0,0,0,0,38,4,129,7,438,0,0,0,1,0,32,32,6,23,4,21,0,2,1,0,16,9,2,1910,5,45,14,7,1,1,4,2,0,Ohio State,827,10/24/2009,428,518,99,TEAM,Big Ten Conference,FBS,,10/24/2009,,,Win,38,7
523,518,4.72052E+14,49,310,3,33,14,249,2,0,0,1,19,0,6,67,0,0,0,1,1,0,0,0,0,0,5,1,6,6,0,0,0,0,0,45,3,94,7,476,1,0,1,2,1,31,18,7,20,1,6,0,1,1,0,12,10,2,2017,4,25,19,10,1,0,5,3,1,Ohio State,827,10/31/2009,472,518,99,TEAM,Big Ten Conference,FBS,,10/31/2009,,,Win,45,0
524,518,5.18054E+14,49,228,1,17,8,125,2,0,0,2,32,0,7,130,0,0,0,0,1,0,0,0,0,0,1,1,3,3,0,0,0,0,0,24,8,304,5,329,0,0,0,0,0,23,44,4,19,2,13,0,0,3,0,10,5,0,2042,9,86,16,6,0,0,3,2,1,Ohio State,827,11/7/2009,518,539,111,TEAM,Big Ten Conference,FBS,,11/7/2009,,,Win,24,7
525,518,3.12052E+14,51,229,3,17,14,93,0,0,0,4,76,0,1,9,0,0,0,0,3,21,0,0,0,0,3,2,3,3,0,0,0,0,0,27,5,179,5,343,2,0,0,1,0,25,28,5,20,1,10,0,0,1,0,12,6,2,2032,5,50,17,8,0,0,2,1,1,Ohio State,827,11/14/2009,312,518,99,TEAM,Big Ten Conference,FBS,,11/14/2009,,,Win,27,24
526,518,5.18042E+14,53,251,1,17,9,67,1,1,0,2,39,0,2,9,0,0,0,1,4,24,0,0,0,0,0,0,3,3,0,0,0,0,0,21,9,347,4,254,1,0,0,1,0,31,48,9,34,1,5,0,1,4,0,15,3,0,1976,6,40,15,4,1,0,1,1,0,Ohio State,827,11/21/2009,518,418,66,TEAM,Big Ten Conference,FBS,,11/21/2009,,,Win,21,10
527,518,5.18053E+14,51,153,0,38,23,266,2,1,0,4,58,0,2,0,0,0,0,0,1,20,0,0,0,0,4,4,2,2,0,0,0,0,0,26,3,131,6,344,0,0,0,1,0,41,10,4,18,1,9,0,0,2,0,12,12,2,2497,5,39,21,11,1,1,5,2,3,Ohio State,827,1/1/2010,518,529,15,NEUTRAL,Big Ten Conference,FBS,,1/1/2010,,,Win,26,17
528,521,2.57052E+14,46,172,1,22,11,135,2,0,0,3,101,0,3,45,0,0,0,0,1,4,0,0,0,0,1,1,3,3,0,0,0,0,0,24,7,350,5,329,1,0,0,0,0,42,14,4,12,2,9,3,2,8,0,11,5,1,2023,15,106,15,6,1,1,3,2,1,Oklahoma State,25354,9/5/2009,257,521,104,TEAM,Big 12 Conference,FBS,,9/5/2009,,,Win,24,10
529,521,2.88052E+14,41,194,3,31,18,240,1,1,0,8,130,0,1,82,1,0,0,0,1,0,0,0,0,0,1,0,5,5,0,0,0,0,0,35,2,98,6,414,5,0,0,4,3,62,6,3,9,0,0,4,1,1,0,11,15,1,1767,9,81,14,9,1,0,4,2,0,Oklahoma State,25354,9/12/2009,288,521,104,TEAM,Big 12 Conference,FBS,,9/12/2009,,,Loss,35,45
530,521,5.74052E+14,36,124,2,20,14,227,2,0,0,4,35,0,2,44,0,1,51,1,1,36,0,0,0,0,3,2,5,5,0,0,0,0,0,41,3,158,8,558,3,0,0,2,2,62,4,7,36,2,21,4,0,10,0,6,9,3,1534,6,54,9,2,1,1,4,3,1,Oklahoma State,25354,9/19/2009,574,521,104,TEAM,Big 12 Conference,FBS,,9/19/2009,,,Win,41,24
531,521,2.61052E+14,43,321,5,23,17,266,3,2,0,3,44,0,3,19,0,1,0,0,1,0,0,0,0,0,1,0,8,8,0,0,0,0,0,56,2,79,9,629,7,0,0,2,2,52,4,10,25,3,18,4,1,1,1,11,11,1,1753,9,61,10,5,2,1,5,5,0,Oklahoma State,25354,9/26/2009,261,521,104,TEAM,Big 12 Conference,FBS,,9/26/2009,,,Win,56,6
532,521,5.2107E+14,48,169,3,25,14,279,2,1,0,6,152,0,2,13,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,1,0,0,0,36,5,222,6,394,2,0,0,0,0,39,56,7,30,4,24,0,2,8,0,10,11,0,1895,11,118,14,6,2,1,4,3,0,Oklahoma State,25354,10/10/2009,521,697,120,TEAM,Big 12 Conference,FBS,x,10/10/2009,,,Win,36,31
533,521,4.34052E+14,35,124,1,36,22,227,1,0,0,4,117,0,1,0,0,0,0,0,3,26,1,0,0,0,4,4,3,3,0,0,0,0,0,33,8,317,8,531,2,0,0,1,0,49,9,4,11,1,6,4,1,4,0,6,10,0,2071,9,75,18,5,1,1,5,2,3,Oklahoma State,25354,10/17/2009,434,521,104,TEAM,Big 12 Conference,FBS,,10/17/2009,,,Win,33,17
534,521,5.21005E+14,43,195,1,27,23,250,3,0,0,2,20,0,1,2,0,0,0,0,1,0,0,0,0,0,2,2,4,4,0,0,0,0,0,34,3,136,7,490,4,0,0,1,0,30,30,4,6,1,2,0,0,7,0,13,12,0,2305,5,53,12,6,1,0,5,3,2,Oklahoma State,25354,10/24/2009,521,51,132,TEAM,Big 12 Conference,FBS,,10/24/2009,,,Win,34,7
535,521,7.03052E+14,43,134,1,28,15,143,1,4,0,8,133,0,2,11,0,1,2,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,14,3,135,3,209,2,0,0,2,1,46,7,6,24,2,14,4,1,1,0,6,8,1,1996,5,53,15,5,5,3,2,2,0,Oklahoma State,25354,10/31/2009,703,521,104,TEAM,Big 12 Conference,FBS,,10/31/2009,,,Loss,14,41
536,521,5.21031E+14,54,331,3,24,19,142,1,0,0,2,36,0,1,-3,0,0,0,0,3,12,0,0,0,0,2,2,4,4,0,0,0,0,0,34,3,122,7,488,4,0,0,0,0,33,20,7,22,3,14,2,0,5,0,19,8,2,2378,4,20,12,6,1,1,5,4,0,Oklahoma State,25354,11/7/2009,521,311,40,TEAM,Big 12 Conference,FBS,,11/7/2009,,,Win,34,8
537,521,7.00052E+14,60,243,1,21,9,90,1,0,0,4,69,0,3,31,0,0,0,0,3,21,1,0,0,0,1,1,3,3,0,0,0,0,0,24,6,246,5,341,3,0,0,2,1,50,7,4,30,1,19,4,0,6,0,17,4,2,2240,7,45,18,9,1,1,3,1,1,Oklahoma State,25354,11/14/2009,700,521,104,TEAM,Big 12 Conference,FBS,,11/14/2009,,,Win,24,17
538,521,1.57052E+14,49,232,1,24,10,168,2,1,0,5,75,0,5,90,1,0,0,0,0,0,0,0,0,0,2,1,4,4,0,0,0,0,0,31,3,102,6,394,0,0,0,5,3,49,4,7,38,4,31,4,1,9,0,10,6,4,1777,5,50,15,5,3,0,1,0,1,Oklahoma State,25354,11/19/2009,157,521,104,TEAM,Big 12 Conference,FBS,,11/19/2009,,,Win,31,28
539,521,5.21052E+14,29,62,0,23,10,47,0,1,0,4,64,0,2,6,0,1,55,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,656,1,70,1,0,0,4,1,59,22,6,38,2,19,0,2,7,1,2,1,3,1570,6,44,14,0,0,0,0,0,0,Oklahoma State,25354,11/28/2009,521,522,103,TEAM,Big 12 Conference,FBS,,11/28/2009,,,Loss,0,27
540,521,5.21043E+14,28,140,0,32,14,119,1,4,0,3,61,0,1,19,0,0,0,0,4,37,0,0,0,0,0,0,1,1,0,0,0,0,0,7,8,402,2,100,1,0,0,5,3,60,12,7,29,3,22,0,0,2,0,5,2,2,1523,6,62,13,2,2,0,3,1,0,Oklahoma State,25354,1/2/2010,521,433,155,NEUTRAL,Big 12 Conference,FBS,,1/2/2010,,,Loss,7,21
541,522,7.70522E+13,31,118,0,26,16,147,1,0,0,2,27,0,2,6,0,0,0,0,2,19,0,0,0,0,3,2,1,1,0,0,0,0,0,13,7,311,4,250,0,0,0,3,2,46,18,10,33,4,19,6,2,2,0,5,6,4,1378,12,93,11,2,0,0,4,1,2,Oklahoma,25354,9/5/2009,77,522,155,NEUTRAL,Big 12 Conference,FBS,,9/5/2009,,,Loss,13,14
542,522,2.94052E+14,44,278,5,32,18,286,3,1,0,1,22,0,7,86,0,1,3,1,0,0,0,0,0,0,0,0,9,8,0,0,0,0,1,64,4,171,10,571,1,0,0,4,1,35,34,16,50,2,9,1,2,1,1,15,11,1,1738,5,45,13,4,3,1,6,5,0,Oklahoma,25354,9/12/2009,294,522,103,TEAM,Big 12 Conference,FBS,,9/12/2009,,,Win,64,0
543,522,7.19052E+14,45,193,0,37,25,336,6,2,0,1,32,0,4,37,0,0,0,0,2,18,0,0,0,0,2,1,6,6,0,0,0,0,0,45,3,127,8,523,0,0,0,1,0,43,34,7,28,6,25,11,1,4,0,13,12,2,1814,8,85,17,11,0,0,5,4,1,Oklahoma,25354,9/19/2009,719,522,103,TEAM,Big 12 Conference,FBS,,9/19/2009,,,Win,45,0
544,522,5.22042E+14,42,153,1,30,18,188,1,0,0,4,69,0,1,51,0,0,0,0,2,12,0,0,0,0,2,2,2,2,0,0,0,0,0,20,5,252,5,323,0,0,0,2,1,38,22,4,32,4,32,0,1,4,0,11,6,4,1757,7,79,15,5,2,1,4,2,2,Oklahoma,25354,10/3/2009,522,415,30,TEAM,Big 12 Conference,FBS,x,10/3/2009,,,Loss,20,21
545,522,5.10522E+13,50,197,2,49,27,389,1,0,0,2,48,0,4,100,0,0,0,0,2,12,0,0,0,0,4,4,3,3,0,0,0,0,0,33,3,120,8,492,0,0,0,2,0,37,16,6,19,2,12,0,1,4,0,11,19,4,1953,7,110,17,7,3,1,7,3,4,Oklahoma,25354,10/10/2009,51,522,103,TEAM,Big 12 Conference,FBS,,10/10/2009,,,Win,33,7
546,522,5.2207E+14,22,-16,0,49,26,327,1,2,0,5,108,0,2,19,0,1,7,0,1,21,0,0,0,0,3,2,1,1,0,0,0,0,0,13,6,243,4,239,0,0,0,4,3,52,12,9,39,4,25,9,2,3,0,2,13,3,1528,10,125,15,3,2,1,2,0,2,Oklahoma,25354,10/17/2009,522,703,121,NEUTRAL,Big 12 Conference,FBS,,10/17/2009,,,Loss,13,16
547,522,5.2207E+14,22,-16,0,49,26,327,1,2,0,5,108,0,2,19,0,1,7,0,1,21,0,0,0,0,3,2,1,1,0,0,0,0,0,13,6,243,4,239,0,0,0,4,3,52,12,9,39,4,25,9,2,3,0,2,13,3,1528,10,125,15,3,2,1,2,0,2,Oklahoma,25354,11/21/2009,522,700,129,TEAM,Big 12 Conference,FBS,,11/21/2009,,,Loss,13,41
548,522,5.22033E+14,31,85,2,38,26,252,2,1,0,1,28,0,1,22,0,0,0,0,3,89,1,0,0,0,0,0,5,5,0,0,0,0,0,35,6,242,6,395,2,0,0,1,1,35,42,7,33,3,21,6,0,8,0,6,11,3,1602,5,45,15,6,2,1,3,3,0,Oklahoma,25354,10/24/2009,522,328,51,TEAM,Big 12 Conference,FBS,,10/24/2009,,,Win,35,13
549,522,3.27052E+14,35,164,2,37,26,294,4,0,0,5,118,0,2,18,0,0,0,0,1,9,0,0,0,0,0,0,6,6,0,0,1,0,0,42,2,86,7,458,0,0,0,0,0,38,24,9,24,2,10,0,0,3,2,8,13,2,1710,9,91,13,10,1,0,5,5,0,Oklahoma,25354,10/31/2009,327,522,103,TEAM,Big 12 Conference,FBS,,10/31/2009,,,Win,42,30
550,522,5.22046E+14,29,80,0,58,26,245,0,5,0,2,37,0,6,102,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,3,5,245,2,112,0,0,0,2,0,38,26,8,22,2,11,1,0,3,0,7,13,3,1698,9,64,18,5,3,0,2,0,1,Oklahoma,25354,11/7/2009,522,463,84,TEAM,Big 12 Conference,FBS,,11/7/2009,,,Loss,3,10
551,522,6.97052E+14,45,248,3,39,24,392,5,1,0,3,70,0,1,0,0,1,52,1,1,-4,0,0,0,0,2,1,9,8,0,0,0,0,0,65,4,184,11,704,1,0,0,1,0,39,42,8,49,4,37,8,3,5,0,14,14,4,1933,11,102,18,11,0,0,7,5,1,Oklahoma,25354,11/14/2009,697,522,103,TEAM,Big 12 Conference,FBS,,11/14/2009,,,Win,65,10
552,522,5.2207E+14,26,48,0,36,18,262,1,2,0,3,57,0,1,2,0,0,0,0,1,7,0,0,0,0,2,2,1,1,0,0,0,0,0,13,6,257,4,255,0,0,0,1,0,60,16,3,26,2,21,2,0,3,0,4,8,4,1379,6,66,13,3,1,1,2,0,1,Oklahoma,25354,10/17/2009,522,703,121,NEUTRAL,Big 12 Conference,FBS,,10/17/2009,,,Loss,13,16
553,522,5.2207E+14,26,48,0,36,18,262,1,2,0,3,57,0,1,2,0,0,0,0,1,7,0,0,0,0,2,2,1,1,0,0,0,0,0,13,6,257,4,255,0,0,0,1,0,60,16,3,26,2,21,2,0,3,0,4,8,4,1379,6,66,13,3,1,1,2,0,1,Oklahoma,25354,11/21/2009,522,700,129,TEAM,Big 12 Conference,FBS,,11/21/2009,,,Loss,13,41
554,522,5.21052E+14,47,143,2,37,20,224,0,0,0,0,0,0,8,209,1,0,0,0,1,37,0,0,0,0,4,2,3,3,0,0,0,0,0,27,6,353,6,407,2,0,0,3,2,30,24,6,27,2,15,3,3,4,0,10,8,2,2030,9,84,17,4,2,1,7,2,2,Oklahoma,25354,11/28/2009,521,522,103,TEAM,Big 12 Conference,FBS,,11/28/2009,,,Win,27,0
555,522,5.22067E+14,38,59,1,51,30,418,3,1,0,4,71,0,4,47,0,0,0,0,2,5,0,0,0,0,2,1,4,4,0,0,0,0,0,31,5,196,6,370,0,0,0,2,1,27,52,4,16,1,6,6,2,2,0,4,20,4,1876,9,85,20,10,1,0,5,3,1,Oklahoma,25354,12/31/2009,522,674,124,NEUTRAL,Big 12 Conference,FBS,,12/31/2009,,,Win,31,27
556,528,5.50053E+14,36,151,3,23,15,282,1,0,0,2,79,0,2,3,0,0,0,0,0,0,0,0,0,0,2,2,4,4,0,0,0,0,0,34,3,137,7,431,0,0,0,0,0,21,58,2,4,0,0,0,1,5,0,10,7,1,1777,5,34,14,8,1,1,4,2,1,Oregon State,905,9/5/2009,550,528,107,TEAM,Pac-12 Conference,FBS,,9/5/2009,,,Win,34,7
557,528,5.28047E+14,35,184,1,31,25,198,2,0,0,2,28,0,1,0,0,1,18,0,1,0,0,0,0,0,2,1,3,2,0,0,0,0,0,23,4,173,5,319,1,0,0,1,0,35,22,5,15,1,8,0,1,2,0,5,13,2,1983,8,56,12,6,1,0,4,3,1,Oregon State,905,9/12/2009,528,465,89,TEAM,Pac-12 Conference,FBS,,9/12/2009,,,Win,23,21
558,528,1.40053E+14,36,104,1,45,29,240,0,1,0,2,38,0,3,22,0,0,0,0,1,14,0,0,0,0,3,3,1,1,0,0,0,0,1,18,7,285,5,308,1,0,0,2,0,33,34,8,15,1,2,0,0,3,0,7,14,0,2144,7,65,17,5,2,1,3,1,2,Oregon State,905,9/19/2009,140,528,107,TEAM,Pac-12 Conference,FBS,,9/19/2009,,,Loss,18,28
559,528,2.90528E+13,30,104,2,49,31,303,2,2,0,5,116,0,1,-1,0,0,0,0,0,0,0,0,0,0,1,1,3,3,1,1,0,0,0,32,4,137,5,293,2,1,1,0,0,29,44,3,6,0,0,0,0,5,0,9,18,1,1721,6,42,15,7,2,2,5,4,1,Oregon State,905,9/26/2009,29,528,107,TEAM,Pac-12 Conference,FBS,,9/26/2009,,,Loss,32,37
560,528,5.28003E+14,24,79,2,30,18,216,2,1,0,2,30,0,3,60,0,0,0,0,1,0,0,0,0,0,1,0,4,4,0,0,0,0,0,28,5,222,5,311,0,0,0,0,0,56,10,6,19,1,6,0,2,4,0,3,10,1,1476,5,28,11,5,0,0,2,2,0,Oregon State,905,10/3/2009,528,28,10,TEAM,Pac-12 Conference,FBS,,10/3/2009,,,Win,28,17
561,528,6.74053E+14,43,173,4,32,22,290,1,0,0,3,48,0,1,23,0,0,0,0,0,0,0,0,0,0,1,1,5,5,0,0,0,0,0,38,4,184,6,345,0,0,0,0,0,22,46,3,14,1,10,0,1,3,0,7,14,3,2062,8,66,15,8,0,0,6,5,1,Oregon State,905,10/10/2009,674,528,107,TEAM,Pac-12 Conference,FBS,,10/10/2009,,,Win,38,28
562,528,5.28066E+14,34,153,1,43,30,329,3,0,0,5,166,0,0,0,0,0,0,0,2,7,0,0,0,0,4,3,3,3,1,0,0,0,0,36,3,147,8,483,0,0,0,3,1,37,30,1,2,0,0,0,0,2,0,8,13,1,1938,9,85,15,7,1,1,6,4,1,Oregon State,905,10/24/2009,528,657,14,TEAM,Pac-12 Conference,FBS,x,10/24/2009,,,Loss,36,42
563,528,1.10053E+14,35,144,1,35,26,319,1,0,0,4,90,0,4,32,0,0,0,0,0,0,0,0,0,0,5,4,2,2,0,0,0,0,0,26,4,178,6,387,0,0,0,0,0,44,28,10,42,4,27,0,4,4,0,7,16,0,1917,10,78,11,2,0,0,5,2,3,Oregon State,905,10/31/2009,110,528,107,TEAM,Pac-12 Conference,FBS,,10/31/2009,,,Win,26,19
564,528,5.28011E+14,39,94,2,39,29,342,2,1,0,2,34,0,2,11,0,0,0,0,1,18,0,0,0,0,2,1,4,4,0,0,0,0,0,31,4,161,6,361,0,0,0,2,0,28,28,5,20,2,10,2,0,2,0,6,15,2,2165,6,36,18,11,1,1,4,3,1,Oregon State,905,11/7/2009,528,107,12,TEAM,Pac-12 Conference,FBS,,11/7/2009,,,Win,31,14
565,528,7.56053E+14,37,178,2,31,22,194,4,0,0,4,111,0,4,18,0,0,0,0,1,0,0,0,0,0,2,2,6,6,0,0,0,0,0,48,3,109,9,514,0,0,0,5,1,30,40,9,44,4,32,0,1,1,0,8,10,1,1924,3,15,13,8,0,0,6,6,0,Oregon State,905,11/14/2009,756,528,107,TEAM,Pac-12 Conference,FBS,,11/14/2009,,,Win,48,21
566,528,5.28075E+14,39,283,4,37,26,284,2,1,0,2,48,0,2,18,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,42,3,109,7,404,1,1,0,0,0,34,20,3,12,1,9,4,1,0,0,12,18,1,2109,13,107,12,7,2,2,5,5,0,Oregon State,905,11/21/2009,528,754,138,TEAM,Pac-12 Conference,FBS,,11/21/2009,,,Win,42,10
567,528,5.28053E+14,25,83,1,36,24,306,2,0,0,7,135,0,0,0,0,0,0,0,1,16,0,0,0,0,4,4,3,3,0,0,0,0,0,33,3,97,8,496,0,0,0,0,0,46,32,10,49,0,0,3,3,1,0,4,12,2,1856,10,65,14,5,2,1,4,2,2,Oregon State,905,12/3/2009,528,529,108,TEAM,Pac-12 Conference,FBS,x,12/3/2009,,,Loss,33,37
